BaRT2v18chr3HG122970.1	42fa077e170b56995a4915d6170aa2d7	566	Gene3D	G3DSA:1.25.40.10	-	401	474	1.1E-12	T	01-11-2021	IPR011990	Tetratricopeptide-like helical domain superfamily
BaRT2v18chr3HG122970.1	42fa077e170b56995a4915d6170aa2d7	566	PANTHER	PTHR45613	PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN	21	553	1.7E-210	T	01-11-2021	-	-
BaRT2v18chr3HG122970.1	42fa077e170b56995a4915d6170aa2d7	566	Pfam	PF13041	PPR repeat family	340	385	2.3E-10	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.1	42fa077e170b56995a4915d6170aa2d7	566	Gene3D	G3DSA:1.25.40.10	-	89	285	2.9E-12	T	01-11-2021	IPR011990	Tetratricopeptide-like helical domain superfamily
BaRT2v18chr3HG122970.1	42fa077e170b56995a4915d6170aa2d7	566	PANTHER	PTHR45613:SF248	PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN MITOCHONDRIAL	21	553	1.7E-210	T	01-11-2021	-	-
BaRT2v18chr3HG122970.1	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	303	337	11.63	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.1	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	233	267	5.886	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.1	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	163	197	6.401	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.1	42fa077e170b56995a4915d6170aa2d7	566	SUPERFAMILY	SSF48452	TPR-like	95	403	9.66E-8	T	01-11-2021	IPR011990	Tetratricopeptide-like helical domain superfamily
BaRT2v18chr3HG122970.1	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	443	477	9.262	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.1	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	373	407	9.723	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.1	42fa077e170b56995a4915d6170aa2d7	566	Pfam	PF01535	PPR repeat	520	543	6.7E-5	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.1	42fa077e170b56995a4915d6170aa2d7	566	Pfam	PF01535	PPR repeat	305	335	3.1E-5	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.1	42fa077e170b56995a4915d6170aa2d7	566	Pfam	PF01535	PPR repeat	482	508	4.3E-5	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.1	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	478	512	9.142	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.1	42fa077e170b56995a4915d6170aa2d7	566	Pfam	PF13812	Pentatricopeptide repeat domain	397	456	2.2E-5	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.1	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	338	372	12.923	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.1	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	198	232	6.873	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	Gene3D	G3DSA:1.25.40.10	-	286	393	7.8E-25	T	01-11-2021	IPR011990	Tetratricopeptide-like helical domain superfamily
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	Gene3D	G3DSA:1.25.40.10	-	475	565	7.9E-15	T	01-11-2021	IPR011990	Tetratricopeptide-like helical domain superfamily
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	268	302	5.579	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	108	143	5.459	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	TIGRFAM	TIGR00756	PPR: pentatricopeptide repeat domain	446	475	1.6E-5	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	TIGRFAM	TIGR00756	PPR: pentatricopeptide repeat domain	341	372	2.7E-8	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	TIGRFAM	TIGR00756	PPR: pentatricopeptide repeat domain	376	409	2.2E-6	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	TIGRFAM	TIGR00756	PPR: pentatricopeptide repeat domain	482	510	7.5E-4	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	TIGRFAM	TIGR00756	PPR: pentatricopeptide repeat domain	305	338	6.0E-6	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	TIGRFAM	TIGR00756	PPR: pentatricopeptide repeat domain	519	544	1.4E-5	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	513	547	8.944	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	408	442	10.063	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	Gene3D	G3DSA:1.25.40.10	-	401	474	1.1E-12	T	01-11-2021	IPR011990	Tetratricopeptide-like helical domain superfamily
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	PANTHER	PTHR45613	PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN	21	553	1.7E-210	T	01-11-2021	-	-
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	Pfam	PF13041	PPR repeat family	340	385	2.3E-10	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	Gene3D	G3DSA:1.25.40.10	-	89	285	2.9E-12	T	01-11-2021	IPR011990	Tetratricopeptide-like helical domain superfamily
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	PANTHER	PTHR45613:SF248	PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN MITOCHONDRIAL	21	553	1.7E-210	T	01-11-2021	-	-
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	303	337	11.63	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	233	267	5.886	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	163	197	6.401	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	SUPERFAMILY	SSF48452	TPR-like	95	403	9.66E-8	T	01-11-2021	IPR011990	Tetratricopeptide-like helical domain superfamily
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	443	477	9.262	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	373	407	9.723	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	Pfam	PF01535	PPR repeat	520	543	6.7E-5	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	Pfam	PF01535	PPR repeat	305	335	3.1E-5	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	Pfam	PF01535	PPR repeat	482	508	4.3E-5	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	478	512	9.142	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	Pfam	PF13812	Pentatricopeptide repeat domain	397	456	2.2E-5	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	338	372	12.923	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.2	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	198	232	6.873	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	Gene3D	G3DSA:1.25.40.10	-	286	393	7.8E-25	T	01-11-2021	IPR011990	Tetratricopeptide-like helical domain superfamily
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	Gene3D	G3DSA:1.25.40.10	-	475	565	7.9E-15	T	01-11-2021	IPR011990	Tetratricopeptide-like helical domain superfamily
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	268	302	5.579	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	108	143	5.459	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	TIGRFAM	TIGR00756	PPR: pentatricopeptide repeat domain	446	475	1.6E-5	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	TIGRFAM	TIGR00756	PPR: pentatricopeptide repeat domain	341	372	2.7E-8	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	TIGRFAM	TIGR00756	PPR: pentatricopeptide repeat domain	376	409	2.2E-6	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	TIGRFAM	TIGR00756	PPR: pentatricopeptide repeat domain	482	510	7.5E-4	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	TIGRFAM	TIGR00756	PPR: pentatricopeptide repeat domain	305	338	6.0E-6	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	TIGRFAM	TIGR00756	PPR: pentatricopeptide repeat domain	519	544	1.4E-5	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	513	547	8.944	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	408	442	10.063	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	Gene3D	G3DSA:1.25.40.10	-	401	474	1.1E-12	T	01-11-2021	IPR011990	Tetratricopeptide-like helical domain superfamily
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	PANTHER	PTHR45613	PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN	21	553	1.7E-210	T	01-11-2021	-	-
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	Pfam	PF13041	PPR repeat family	340	385	2.3E-10	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	Gene3D	G3DSA:1.25.40.10	-	89	285	2.9E-12	T	01-11-2021	IPR011990	Tetratricopeptide-like helical domain superfamily
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	PANTHER	PTHR45613:SF248	PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN MITOCHONDRIAL	21	553	1.7E-210	T	01-11-2021	-	-
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	303	337	11.63	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	233	267	5.886	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	163	197	6.401	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	SUPERFAMILY	SSF48452	TPR-like	95	403	9.66E-8	T	01-11-2021	IPR011990	Tetratricopeptide-like helical domain superfamily
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	443	477	9.262	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	373	407	9.723	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	Pfam	PF01535	PPR repeat	520	543	6.7E-5	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	Pfam	PF01535	PPR repeat	305	335	3.1E-5	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	Pfam	PF01535	PPR repeat	482	508	4.3E-5	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	478	512	9.142	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	Pfam	PF13812	Pentatricopeptide repeat domain	397	456	2.2E-5	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	338	372	12.923	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG122970.3	42fa077e170b56995a4915d6170aa2d7	566	ProSiteProfiles	PS51375	Pentatricopeptide (PPR) repeat profile.	198	232	6.873	T	01-11-2021	IPR002885	Pentatricopeptide repeat
BaRT2v18chr3HG123480.1	4860e26c1ef84a9c02824e4d7b05b6f1	172	Pfam	PF09725	Folate-sensitive fragile site protein Fra10Ac1	59	170	9.1E-46	T	01-11-2021	IPR019129	Folate-sensitive fragile site protein Fra10Ac1
BaRT2v18chr3HG123480.1	4860e26c1ef84a9c02824e4d7b05b6f1	172	PANTHER	PTHR11567:SF25	PROTEIN FRA10AC1	16	168	6.2E-66	T	01-11-2021	-	-
BaRT2v18chr3HG123480.1	4860e26c1ef84a9c02824e4d7b05b6f1	172	PANTHER	PTHR11567	ACID PHOSPHATASE-RELATED	16	168	6.2E-66	T	01-11-2021	-	-
BaRT2v18chr3HG123480.13	4860e26c1ef84a9c02824e4d7b05b6f1	172	Pfam	PF09725	Folate-sensitive fragile site protein Fra10Ac1	59	170	9.1E-46	T	01-11-2021	IPR019129	Folate-sensitive fragile site protein Fra10Ac1
BaRT2v18chr3HG123480.13	4860e26c1ef84a9c02824e4d7b05b6f1	172	PANTHER	PTHR11567:SF25	PROTEIN FRA10AC1	16	168	6.2E-66	T	01-11-2021	-	-
BaRT2v18chr3HG123480.13	4860e26c1ef84a9c02824e4d7b05b6f1	172	PANTHER	PTHR11567	ACID PHOSPHATASE-RELATED	16	168	6.2E-66	T	01-11-2021	-	-
BaRT2v18chr3HG123100.1	3289fe26f9af6d7448508af47627a265	257	Coils	Coil	Coil	106	126	-	T	01-11-2021	-	-
BaRT2v18chr3HG123100.1	3289fe26f9af6d7448508af47627a265	257	ProSiteProfiles	PS50891	LOB domain profile.	26	127	27.682	T	01-11-2021	IPR004883	Lateral organ boundaries, LOB
BaRT2v18chr3HG123100.1	3289fe26f9af6d7448508af47627a265	257	Pfam	PF03195	Lateral organ boundaries (LOB) domain	27	124	1.2E-42	T	01-11-2021	IPR004883	Lateral organ boundaries, LOB
BaRT2v18chr3HG123100.1	3289fe26f9af6d7448508af47627a265	257	PANTHER	PTHR31301	LOB DOMAIN-CONTAINING PROTEIN 4-RELATED	25	183	1.2E-76	T	01-11-2021	-	-
BaRT2v18chr3HG123100.1	3289fe26f9af6d7448508af47627a265	257	PANTHER	PTHR31301:SF91	PROTEIN LATERAL ORGAN BOUNDARIES	25	183	1.2E-76	T	01-11-2021	-	-
BaRT2v18chr3HG123440.2	7054f34a72b3e163d9a7a331d6a48c9a	199	PANTHER	PTHR15860:SF19	RING/U-BOX SUPERFAMILY PROTEIN	1	184	4.9E-113	T	01-11-2021	-	-
BaRT2v18chr3HG123440.2	7054f34a72b3e163d9a7a331d6a48c9a	199	PANTHER	PTHR15860	UNCHARACTERIZED RING FINGER-CONTAINING PROTEIN	1	184	4.9E-113	T	01-11-2021	IPR044235	RING finger and transmembrane domain-containing protein 1/2
BaRT2v18chr3HG123420.6	4587525b5fb93d00ebcf68134561af06	488	Pfam	PF10250	GDP-fucose protein O-fucosyltransferase	90	408	9.0E-77	T	01-11-2021	IPR019378	GDP-fucose protein O-fucosyltransferase
BaRT2v18chr3HG123420.6	4587525b5fb93d00ebcf68134561af06	488	PANTHER	PTHR31741	OS02G0726500 PROTEIN-RELATED	6	481	9.8E-286	T	01-11-2021	-	-
